file,replaced,todos,notes
public/hnrs.php,site_config(31),0,Replaced legacy config access with ConfigRepository
blocks/userdetails/forumposts.php,site_config(2),0,Replaced legacy config access with ConfigRepository
admin/adduser.php,site_config(4),0,Replaced legacy config access with ConfigRepository
public/bookmarks.php,site_config(18),0,Replaced legacy config access with ConfigRepository
blocks/userdetails/iphistory.php,site_config(6),0,Replaced legacy config access with ConfigRepository
admin/reputation_settings.php,site_config(6),0,Replaced legacy config access with ConfigRepository
public/tenpercent.php,site_config(2),0,Replaced legacy config access with ConfigRepository
admin/hit_and_run_settings.php,site_config(24),0,Replaced legacy config access with ConfigRepository
blocks/userdetails/contactinfo.php,site_config(3),0,Replaced legacy config access with ConfigRepository
public/bitbucket.php,site_config(32),0,Replaced legacy config access with ConfigRepository
admin/ipsearch.php,site_config(14),0,Replaced legacy config access with ConfigRepository
admin/doubleusers.php,site_config(4),0,Replaced legacy config access with ConfigRepository
blocks/userdetails/connectable.php,site_config(2),0,Replaced legacy config access with ConfigRepository
admin/editlog.php,site_config(4),0,Replaced legacy config access with ConfigRepository
blocks/userdetails/irc.php,site_config(2),0,Replaced legacy config access with ConfigRepository
public/index.php,site_config(6),0,Replaced legacy config access with ConfigRepository
blocks/userdetails/usercomments.php,site_config(3),0,Replaced legacy config access with ConfigRepository
admin/stats.php,site_config(11),0,Replaced legacy config access with ConfigRepository
public/tvshows.php,site_config(13),0,Replaced legacy config access with ConfigRepository
admin/reset.php,site_config(2),0,Replaced legacy config access with ConfigRepository
public/useragreement.php,site_config(123),0,Replaced legacy config access with ConfigRepository
admin/backup.php,site_config(12),0,Replaced legacy config access with ConfigRepository
public/report.php,site_config(5),0,Replaced legacy config access with ConfigRepository
admin/acpmanage.php,site_config(4),0,Replaced legacy config access with ConfigRepository
admin/donations.php,site_config(7),0,Replaced legacy config access with ConfigRepository
public/tmovies.php,site_config(13),0,Replaced legacy config access with ConfigRepository
public/rss.php,site_config(19),0,Replaced legacy config access with ConfigRepository
admin/stats_extra.php,site_config(24),0,Replaced legacy config access with ConfigRepository
admin/memcache.php,site_config(23),0,Replaced legacy config access with ConfigRepository
public/blackjack.php,site_config(40),0,Replaced legacy config access with ConfigRepository
*** codex/refactor-legacy-config-to-configrepository-zj0m12
=======
*** codex/refactor-legacy-config-to-configrepository-f601es
=======
*** codex/refactor-legacy-config-to-configrepository-406qd1
=======
*** codex/refactor-legacy-config-to-configrepository-w5o2m3
=======
*** codex/refactor-legacy-config-to-configrepository-l20m0t
*** master
*** master
*** master
*** master
admin/upgrade_database.php,site_config(3),0,Replaced legacy config access with ConfigRepository
public/viewnfo.php,site_config(4),0,Replaced legacy config access with ConfigRepository
admin/manage_images.php,site_config(4),0,Replaced legacy config access with ConfigRepository
public/rules.php,site_config(3),0,Replaced legacy config access with ConfigRepository
admin/iphistory.php,site_config(7),0,Replaced legacy config access with ConfigRepository
public/bot_triggers.php,site_config(4),0,Replaced legacy config access with ConfigRepository
admin/traceroute.php,site_config(2),0,Replaced legacy config access with ConfigRepository
public/upcoming.php,site_config(7),0,Replaced legacy config access with ConfigRepository
admin/block.settings.php,site_config(2),0,Replaced legacy config access with ConfigRepository
admin/todo.php,site_config(1),0,Replaced legacy config access with ConfigRepository
public/userhistory.php,site_config(5),0,Replaced legacy config access with ConfigRepository
admin/referrers.php,site_config(7),0,Replaced legacy config access with ConfigRepository
admin/deathrow.php,site_config(6),0,Replaced legacy config access with ConfigRepository
admin/forum_manage.php,site_config(6),0,Replaced legacy config access with ConfigRepository
admin/invite_tree.php,site_config(9),0,Replaced legacy config access with ConfigRepository
messages/forward_pm.php,site_config(4),0,Replaced legacy config access with ConfigRepository
admin/usersearch.php,site_config(8),0,Replaced legacy config access with ConfigRepository
messages/view_mailbox.php,site_config(18),0,Replaced legacy config access with ConfigRepository
admin/uploadapps.php,site_config(11),0,Replaced legacy config access with ConfigRepository
messages/use_draft.php,site_config(1),0,Replaced legacy config access with ConfigRepository
messages/forward.php,site_config(2),0,Replaced legacy config access with ConfigRepository
messages/edit_mailboxes.php,site_config(5),0,Replaced legacy config access with ConfigRepository
messages/view_message.php,site_config(20),0,Replaced legacy config access with ConfigRepository
messages/delete.php,site_config(4),0,Replaced legacy config access with ConfigRepository
messages/search.php,site_config(6),0,Replaced legacy config access with ConfigRepository
*** codex/refactor-legacy-config-to-configrepository-zj0m12
=======
*** codex/refactor-legacy-config-to-configrepository-f601es
*** master
messages/move.php,site_config(1),0,Replaced legacy base URL lookup with ConfigRepository
messages/move_or_delete_multi.php,site_config(4),0,Rewired PM actions to ConfigRepository keys
messages/send_message.php,site_config(3),0,Form handling now sources paths and file types from ConfigRepository
partials/categories.php,site_config(2),0,Category imagery now driven by ConfigRepository paths
partials/free_details.php,site_config(3),0,Freeleech indicators fetch image base via ConfigRepository
public/achievementbonus.php,site_config(4),0,Bonus redirects and chatbot metadata pulled from ConfigRepository
public/achievementhistory.php,site_config(3),0,History page assets and links switched to ConfigRepository
public/achievementlist.php,site_config(1),0,Achievement icon path migrated to ConfigRepository
public/ajax/ajax_tooltips.php,site_config(10),0,Tooltip metrics and links refactored to ConfigRepository access
*** codex/refactor-legacy-config-to-configrepository-zj0m12
public/ajax/autocomplete.php,site_config(1),0,Autocomplete suggestions now pull torrent URLs from ConfigRepository base path
public/ajax/member_input.php,site_config(7),0,Member management endpoints now derive base URLs from ConfigRepository
public/ajax/rating.php,site_config(6),0,Rating handler now reads cache TTLs and bonus toggles via ConfigRepository
public/ajax/take_upload.php,site_config(8),0,Bitbucket upload API uses ConfigRepository salts formats and base URL
public/ajax/take_url_upload.php,site_config(8),0,Remote upload fetcher uses ConfigRepository salts formats and base URL
public/ajax/thanks.php,site_config(9),0,Thanks endpoint sources redirects forms and bonus updates from ConfigRepository
public/ajax/torrents_lookup.php,site_config(17),0,Torrent lookup tables fetch base URL ratio flags and image paths from ConfigRepository
public/ajax/view_sql.php,site_config(8),0,Adminer bootstrap now loads site info and database credentials via ConfigRepository
public/allsmiles.php,site_config(4),0,Smilies popover resolves image base via ConfigRepository path setting
=======
=======
*** codex/refactor-legacy-config-to-configrepository-406qd1
=======
*** codex/refactor-legacy-config-to-configrepository-w5o2m3
=======
=======
public/ajax/ajax_tooltips.php,none,0,Already using ConfigRepository; no legacy constants remain
public/ajax/autocomplete.php,none,0,Already using ConfigRepository; no legacy constants remain
public/ajax/member_input.php,none,0,Already using ConfigRepository; no legacy constants remain
public/ajax/rating.php,none,0,Already using ConfigRepository; no legacy constants remain
public/ajax/take_upload.php,none,0,Already using ConfigRepository; no legacy constants remain
public/ajax/take_url_upload.php,none,0,Already using ConfigRepository; no legacy constants remain
public/ajax/thanks.php,none,0,Already using ConfigRepository; no legacy constants remain
public/ajax/torrents_lookup.php,none,0,Already using ConfigRepository; no legacy constants remain
public/ajax/view_sql.php,none,0,Already using ConfigRepository; no legacy constants remain
public/allsmiles.php,none,0,Already using ConfigRepository; no legacy constants remain
*** master
*** master
*** master
*** master
*** master
*** master
blocks/index/forum_posts.php,site_config(10),0,Replaced legacy config access with ConfigRepository
blocks/index/gift.php,site_config(3),0,Replaced legacy config access with ConfigRepository
blocks/index/latest_movies.php,site_config(3),0,Replaced legacy config access with ConfigRepository
blocks/index/latest_torrents.php,site_config(2),0,Replaced legacy config access with ConfigRepository
blocks/index/latest_torrents_glide.php,site_config(1),0,Removed unused legacy config reference
blocks/index/latest_torrents_scroll.php,site_config(1),0,Removed unused legacy config reference
blocks/index/latest_tv.php,site_config(3),0,Replaced legacy config access with ConfigRepository
blocks/index/latest_user.php,site_config(1),0,Removed unused legacy config reference
blocks/index/mow.php,site_config(2),0,Replaced legacy config access with ConfigRepository
blocks/index/news.php,site_config(6),0,Replaced legacy config access with ConfigRepository
*** codex/refactor-legacy-config-constants-to-configrepository-hx44v3
=======
*** codex/refactor-legacy-config-constants-to-configrepository-hslwak
*** master
bonusmanage.php,none,0,Removed unused legacy site_config global
chat/lib/config.php,site_config(16),3,Switched chat configuration bootstrap to ConfigRepository lookups
cleanup/hitrun_update.php,site_config(14),0,Replaced hit-and-run settings with ConfigRepository access
forums/_scaffold/__template.php,none,0,Removed unused legacy site_config global
forums/attachment.php,site_config(4),0,Swapped forum attachment config reads to ConfigRepository
*** codex/refactor-legacy-config-constants-to-configrepository-hx44v3
src/Offer.php,none,0,Removed legacy site_config property wiring
src/Peer.php,site_config(1),0,Use ConfigRepository cache TTL for peer summaries
src/PollVoter.php,site_config(1),0,Lookup poll cache expiry via ConfigRepository
src/Radiance.php,site_config(1),1,Swap tracker config path to ConfigRepository with TODO fallback
src/Request.php,none,0,Removed unused site_config bootstrap
src/Session.php,site_config(4),4,Replace session prefixes/notifications with ConfigRepository lookups
src/Snatched.php,site_config(3),1,Read HnR limits and announce interval from ConfigRepository
src/Torrent.php,site_config(17),17,Port torrent metadata limits/TTLs to ConfigRepository values
src/Uglify/UglifyService.php,site_config(2),0,Generate asset helper with ConfigRepository base URL
=======
=======
*** master
*** master
forums/editor.php,site_config(23),0,Replaced legacy config access with ConfigRepository
forums/last_ten.php,site_config(1),0,Replaced legacy config access with ConfigRepository
forums/mark_all_as_read.php,site_config(1),0,Replaced legacy config access with ConfigRepository
forums/member_post_history.php,site_config(27),0,Replaced legacy config access with ConfigRepository
forums/new_replies.php,site_config(18),0,Replaced legacy config access with ConfigRepository
forums/new_topic.php,site_config(9),0,Replaced legacy config access with ConfigRepository
forums/poll.php,site_config(6),0,Replaced legacy config access with ConfigRepository
forums/post_reply.php,site_config(3),0,Replaced legacy config access with ConfigRepository
forums/quick_reply.php,site_config(1),0,Replaced legacy config access with ConfigRepository
forums/search.php,site_config(25),0,Replaced legacy config access with ConfigRepository
*** codex/refactor-legacy-config-constants-to-configrepository-7ax7cl
forums/section_view.php,site_config(13),0,Replaced legacy config access with ConfigRepository
forums/staff_actions.php,site_config(2),0,Replaced legacy config access with ConfigRepository
forums/subscriptions.php,site_config(22),0,Replaced legacy config access with ConfigRepository
forums/undelete_post.php,site_config(2),0,Replaced legacy config access with ConfigRepository
forums/view_forum.php,site_config(13),0,Replaced legacy config access with ConfigRepository
forums/view_my_posts.php,site_config(16),0,Replaced legacy config access with ConfigRepository
forums/view_post_history.php,site_config(3),0,Replaced legacy config access with ConfigRepository
forums/view_topic.php,site_config(53),0,Replaced legacy config access with ConfigRepository
forums/view_unread_posts.php,site_config(24),0,Replaced legacy config access with ConfigRepository
include/arcade.php,site_config(11),0,Replaced legacy config access with ConfigRepository
=======
*** master
include/bittorrent.php,none,0,SKIPPED_EXPLICIT
include/class/class_check.php,site_config(7),0,Replaced legacy config access with ConfigRepository
include/cron_controller.php,none,0,SKIPPED_DB_ARRAY
include/function_autopost.php,site_config(9),0,Replaced legacy config access with ConfigRepository
include/function_bbcode.php,site_config(13),0,Replaced legacy config access with ConfigRepository
include/function_bluray.php,site_config(2),0,Replaced legacy config access with ConfigRepository
include/function_bonus.php,site_config(6),0,Replaced legacy config access with ConfigRepository
include/function_books.php,site_config(3),0,Replaced legacy config access with ConfigRepository
include/function_breadcrumbs.php,site_config(2),0,Replaced legacy config access with ConfigRepository
include/function_categories.php,site_config(3),0,Replaced legacy config access with ConfigRepository
acpmanage.php,site_config(1),0,Replaced legacy config access with ConfigRepository
admin/allagents.php,site_config(1),0,Replaced legacy config access with ConfigRepository
admin/banclient.php,site_config(2),0,Replaced legacy config access with ConfigRepository
admin/bannedemails.php,site_config(2),0,Replaced legacy config access with ConfigRepository
admin/bans.php,site_config(3),0,Replaced legacy config access with ConfigRepository
admin/bonusmanage.php,site_config(2),0,Replaced legacy config access with ConfigRepository
admin/categories.php,site_config(18),0,Replaced legacy config access with ConfigRepository
admin/cheaters.php,site_config(4),0,Replaced legacy config access with ConfigRepository
admin/class_config.php,site_config(2),0,Replaced legacy config access with ConfigRepository
admin/cleanup_manager.php,site_config(14),0,Replaced legacy config access with ConfigRepository
admin/cloudview.php,site_config(3),0,Replaced legacy config access with ConfigRepository
admin/delacct.php,site_config(2),0,Replaced legacy config access with ConfigRepository
admin/edit_moods.php,site_config(8),0,Replaced legacy config access with ConfigRepository
admin/findnotconnectable.php,site_config(9),0,Replaced legacy config access with ConfigRepository
admin/floodlimit.php,site_config(3),0,Replaced legacy config access with ConfigRepository
admin/flush.php,site_config(1),0,Replaced legacy config access with ConfigRepository
admin/forum_config.php,site_config(4),0,Replaced legacy config access with ConfigRepository
admin/freeleech.php,site_config(4),0,Replaced legacy config access with ConfigRepository
admin/freeusers.php,site_config(4),0,Replaced legacy config access with ConfigRepository
admin/goaccess.php,site_config(1),0,Replaced legacy config access with ConfigRepository
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-yo5yw8
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-ca9ms9
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-htorra
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-bwhwqr
=======
*** codex/refactor-legacy-config-constants-to-configrepository-2wa1n8
=======
*** codex/refactor-legacy-config-constants-to-configrepository-6lq2lf
=======
*** codex/refactor-legacy-config-constants-to-configrepository-ipan9z
=======
*** codex/refactor-legacy-config-constants-to-configrepository-xkbz6r
=======
*** codex/refactor-legacy-config-constants-to-configrepository-vrnd3h
*** master
*** master
*** master
*** master
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
admin/grouppm.php,site_config(1),0,Replaced legacy config access with ConfigRepository
admin/hit_and_run.php,site_config(29),0,Replaced legacy config access with ConfigRepository
admin/hnrwarn.php,site_config(1),0,Replaced legacy config access with ConfigRepository
admin/inactive.php,site_config(8),0,Replaced legacy config access with ConfigRepository
admin/ipcheck.php,site_config(3),0,Replaced legacy config access with ConfigRepository
admin/leechwarn.php,site_config(2),0,Replaced legacy config access with ConfigRepository
admin/mega_search.php,site_config(16),0,Replaced legacy config access with ConfigRepository
admin/modded_torrents.php,site_config(6),0,Replaced legacy config access with ConfigRepository
admin/modtask.php,site_config(10),0,Replaced legacy config access with ConfigRepository
admin/mysql_stats.php,site_config(1),0,Replaced legacy config access with ConfigRepository
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-yo5yw8
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-ca9ms9
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-htorra
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-bwhwqr
=======
*** codex/refactor-legacy-config-constants-to-configrepository-2wa1n8
=======
*** codex/refactor-legacy-config-constants-to-configrepository-6lq2lf
=======
*** codex/refactor-legacy-config-constants-to-configrepository-ipan9z
=======
*** codex/refactor-legacy-config-constants-to-configrepository-xkbz6r
*** master
*** master
*** master
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
admin/news.php,site_config(10),0,Replaced legacy config access with ConfigRepository
admin/polls_manager.php,site_config(13),0,Replaced legacy config access with ConfigRepository
admin/site_settings.php,site_config(3),0,Replaced legacy config access with ConfigRepository
admin/snatched_torrents.php,site_config(2),0,Replaced legacy config access with ConfigRepository
admin/sysoplog.php,site_config(1),0,Replaced legacy config access with ConfigRepository
admin/themes.php,site_config(10),0,Replaced legacy config access with ConfigRepository
admin/trivia_config.php,site_config(3),0,Replaced legacy config access with ConfigRepository
admin/uploader_info.php,site_config(1),0,Replaced legacy config access with ConfigRepository
admin/user_hits.php,site_config(1),0,Replaced legacy config access with ConfigRepository
admin/view_peers.php,site_config(3),0,Replaced legacy config access with ConfigRepository
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-yo5yw8
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-ca9ms9
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-htorra
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-bwhwqr
=======
*** codex/refactor-legacy-config-constants-to-configrepository-2wa1n8
=======
*** codex/refactor-legacy-config-constants-to-configrepository-6lq2lf
=======
*** codex/refactor-legacy-config-constants-to-configrepository-ipan9z
*** master
> master
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
blocks/global/crazyhour.php,site_config(2),0,Replaced legacy config access with ConfigRepository
blocks/global/demotion.php,site_config(2),0,Replaced legacy config access with ConfigRepository
blocks/global/freeleech_contribution.php,site_config(2),0,Replaced legacy config access with ConfigRepository
blocks/global/happyhour.php,site_config(4),0,Replaced legacy config access with ConfigRepository
blocks/global/lottery.php,site_config(2),0,Replaced legacy config access with ConfigRepository
blocks/global/message.php,site_config(4),0,Replaced legacy config access with ConfigRepository
blocks/global/report.php,site_config(4),0,Replaced legacy config access with ConfigRepository
blocks/global/staffmessages.php,site_config(4),0,Replaced legacy config access with ConfigRepository
blocks/global/uploadapp.php,site_config(4),0,Replaced legacy config access with ConfigRepository
blocks/index/active_24h_users.php,site_config(2),0,Replaced legacy config access with ConfigRepository
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-yo5yw8
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-ca9ms9
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-htorra
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-bwhwqr
=======
< codex/refactor-legacy-config-constants-to-configrepository-2wa1n8
=======
*** codex/refactor-legacy-config-constants-to-configrepository-6lq2lf
> master
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
blocks/index/active_birthday_users.php,site_config(1),0,Replaced legacy config access with ConfigRepository
blocks/index/active_irc_users.php,site_config(1),0,Replaced legacy config access with ConfigRepository
blocks/index/active_users.php,site_config(1),0,Replaced legacy config access with ConfigRepository
blocks/index/advertise.php,site_config(1),0,Replaced legacy config access with ConfigRepository
blocks/index/ajaxchat.php,site_config(1),0,Replaced legacy config access with ConfigRepository
blocks/index/comments.php,site_config(2),0,Replaced legacy config access with ConfigRepository
blocks/index/cooker.php,site_config(3),0,Replaced legacy config access with ConfigRepository
blocks/index/disclaimer.php,site_config(1),0,Replaced legacy config access with ConfigRepository
blocks/index/offers.php,site_config(4),0,Replaced legacy config access with ConfigRepository
blocks/index/requests.php,site_config(4),0,Replaced legacy config access with ConfigRepository
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-yo5yw8
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-ca9ms9
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-htorra
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-bwhwqr
=======
< codex/refactor-legacy-config-constants-to-configrepository-2wa1n8
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
blocks/index/staff_picks.php,site_config(1),0,Replaced legacy config access with ConfigRepository
blocks/index/stats.php,none,0,Removed unused \$site_config global; no replacements needed
blocks/index/top_torrents.php,site_config(1),0,Replaced legacy config access with ConfigRepository
blocks/index/trivia.php,site_config(1),0,Replaced legacy config access with ConfigRepository
blocks/userdetails/completed.php,site_config(28),0,Replaced legacy config access with ConfigRepository
blocks/userdetails/gender.php,site_config(1),0,Replaced legacy config access with ConfigRepository
blocks/userdetails/report.php,site_config(1),0,Replaced legacy config access with ConfigRepository
blocks/userdetails/seedbonus.php,site_config(1),0,Replaced legacy config access with ConfigRepository
chat/lib/class/AJAXChatTemplate.php,none,0,String literal reference only; no config migration required
config/app.php,none,0,Config already exposes announce URL and related settings
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-yo5yw8
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-ca9ms9
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-htorra
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-bwhwqr
>>>>>> master
>>>>>> master
>>>>>> master
include/function_chatbot.php,site_config(17),0,Replaced legacy config access with ConfigRepository
include/function_comments.php,site_config(10),0,Replaced legacy config access with ConfigRepository
include/function_common.php,site_config(18),0,Replaced legacy config access with ConfigRepository
include/function_details.php,site_config(2),0,Replaced legacy config access with ConfigRepository
include/function_fanart.php,site_config(10),0,Replaced legacy config access with ConfigRepository
include/function_happyhour.php,site_config(7),0,Replaced legacy config access with ConfigRepository
include/function_html.php,site_config(9),0,Replaced legacy config access with ConfigRepository
include/function_imdb.php,site_config(12),0,Replaced legacy config access with ConfigRepository
include/function_newsrss.php,site_config(9),0,Replaced legacy config access with ConfigRepository
include/function_pager.php,site_config(2),0,Replaced legacy config access with ConfigRepository
include/function_polls.php,site_config(6),0,Replaced legacy config access with ConfigRepository
include/function_returnto.php,site_config(2),0,Replaced legacy config access with ConfigRepository
include/function_searchcloud.php,site_config(2),0,Replaced legacy config access with ConfigRepository
include/function_tfreak.php,site_config(3),0,Replaced legacy config access with ConfigRepository
include/function_tmdb.php,site_config(17),0,Replaced legacy config access with ConfigRepository
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-yo5yw8
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-ca9ms9
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-htorra
>>>>>> master
>>>>>> master
include/function_torrenttable.php,site_config(43),0,Replaced torrent table lookups with ConfigRepository access
include/function_translate.php,site_config(1),0,Removed legacy site_config global and wired ConfigRepository bootstrap
include/function_tvmaze.php,site_config(7),0,Switched TVMaze integration to ConfigRepository for anonymizer and time settings
include/function_users.php,site_config(58),0,Rerouted user helper configuration access through ConfigRepository
include/images_update.php,site_config(6),0,Updated image refresh cron to resolve categories and chatbot from ConfigRepository
include/runtime_safe.php,none,0,Seeded ConfigRepository access alongside defensive runtime bootstrap
include/stealth.php,site_config(4),0,Used ConfigRepository for cache TTLs and redirects in stealth toggle
public/anatomy.php,site_config(1),0,Replaced breadcrumb base URL with ConfigRepository value
public/announce.php,site_config(16),0,Migrated announce handler to ConfigRepository-configured intervals and flags
public/announcement.php,site_config(5),0,Swapped announcement links and cache TTLs to ConfigRepository
public/arcade.php,site_config(14),0,Resolved arcade settings and paths via ConfigRepository arrays
public/arcade_top_scores.php,site_config(10),0,Used ConfigRepository for arcade leaderboard assets and links
public/bjstats.php,site_config(3),0,Checked blackjack permissions using ConfigRepository class settings
public/browse.php,site_config(6),0,Replaced browse redirects and pager links with ConfigRepository base URL
public/bugs.php,site_config(10),0,Updated bug messaging templates and staff broadcasts to use ConfigRepository
public/announce.php,site_config(0),0,Normalized ConfigRepository bootstrap usage after runtime_safe refactor
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-yo5yw8
include/function_torrenttable.php,none,0,Removed stray global reuse after ConfigRepository migration
public/casino.php,site_config(9),0,Replaced casino permissions, ratio checks, autoshout toggles, and headings with ConfigRepository values
public/catalog.php,site_config(5),0,Swapped catalog navigation assets and links to ConfigRepository paths
public/categoryids.php,site_config(1),0,Updated category link builder to use ConfigRepository base URL
public/chat.php,site_config(1),0,Removed legacy site_config global and built IRC breadcrumb from ConfigRepository
public/getrss.php,site_config(2),0,Routed RSS feed builder to ConfigRepository and dropped legacy global
public/happylog.php,site_config(3),0,Swapped happy log pager and torrent links to ConfigRepository base URLs
public/login.php,site_config(10),0,Resolved login redirects and limits from ConfigRepository booleans and URLs
public/logout.php,site_config(2),0,Redirected logout flow using ConfigRepository base URL
public/movies.php,site_config(7),0,Loaded media schedules with ConfigRepository paths and default hour settings
public/mybonus.php,site_config(20),0,Migrated bonus shop messaging and metrics to ConfigRepository arrays
public/mytorrents.php,site_config(4),0,Rebuilt my torrents pager and rating thresholds via ConfigRepository
public/needseed.php,site_config(9),0,Updated seeding helper tabs and category art to ConfigRepository paths
public/new_announcement.php,site_config(2),0,Pointed announcement form actions at ConfigRepository base URL
public/offers.php,site_config(11),0,Rewired offers CRUD paths and assets through ConfigRepository
=======
<<<<<< codex/refactor-legacy-config-constants-to-configrepository-ca9ms9
include/function_torrenttable.php,none,0,Removed stray global reuse after ConfigRepository migration
=======
=======
=======
=======
=======
=======
=======
=======
*** master
*** master
*** master
*** master
> master
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
public/clear_announcement.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/contactstaff.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/delete.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
<<<<<< codex/refactor-to-use-configrepository-hlc5ev
=======
<<<<<< codex/refactor-to-use-configrepository-p4w0ba
=======
<<<<<< codex/refactor-to-use-configrepository-6hc6qq
=======
<<<<<< codex/refactor-to-use-configrepository-0h6ofb
=======
<<<<<< codex/refactor-to-use-configrepository-2vghy5
=======
<<<<<< codex/refactor-to-use-configrepository-ett55m
=======
<<<<<< codex/refactor-to-use-configrepository-2d89fd
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
public/fastdelete.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/filelist.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/flash.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/forums.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/games.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/peerlist.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/polls_take_vote.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/recover.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/requests.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/restoreclass.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
<<<<<< codex/refactor-to-use-configrepository-hlc5ev
=======
<<<<<< codex/refactor-to-use-configrepository-p4w0ba
=======
<<<<<< codex/refactor-to-use-configrepository-6hc6qq
=======
<<<<<< codex/refactor-to-use-configrepository-0h6ofb
=======
<<<<<< codex/refactor-to-use-configrepository-2vghy5
=======
